lnRX1,lnRX2,datetime,BTC,ETH,LINK,XRP,SOL,DOGE
0.002536054,0.00246656,1636070400,61006,4477.29,32.89,1.1591,236.231,0.26106
0.003128424,0.007049756,1636156800,61511.3,4521.4,32.044,1.1518,258.336,0.26207
-0.008546128,-0.019571769,1636243200,63316.4,4616.5,32.37,1.2215,249.746,0.26679
0.004004887,0.013027223,1636329600,67606.96,4814.3,34.509,1.2832,248.42,0.28215
-0.036329559,-0.035930469,1636416000,67009.98,4734.98,33.855,1.2578,239.301,0.27396
0.070098148,0.120687423,1636502400,64920.13,4632.21,34.234,1.1903,233.233,0.25532
-0.011084913,-0.010788791,1636588800,64831.3,4721.19,34.69,1.2152,233.469,0.26071
0.031304836,0.094803615,1636675200,64156.08,4665.99,34.272,1.1889,228.572,0.25945
-0.01766116,-0.040264349,1636761600,64427,4644.42,34.01,1.1899,241.568,0.26132
-0.041550746,-0.05565393,1636848000,65568.39,4629.44,33.77,1.1892,238.737,0.26304
0.001445048,0.001993785,1636934400,63654.49,4567.01,32.09,1.1729,238.282,0.25698
0.040436993,0.068320902,1637020800,60106.03,4209.42,29.164,1.0881,219.043,0.23665
0.049196769,0.014880203,1637107200,60366.96,4287.99,29.215,1.0958,219.073,0.23756
0.002854188,0.010350059,1637193600,56921.05,3997.72,26.547,1.041,195.18,0.22115
0.004577141,0.035429762,1637280000,58069.51,4293.44,28.278,1.0903,215.369,0.23296
0.020056312,0.015583404,1637366400,59716.29,4412.55,28.383,1.0976,217.695,0.23327
0.010554906,-0.004013061,1637452800,58661.39,4259.23,29.004,1.0581,230.788,0.22582
-0.003239202,0.001169986,1637539200,56268.31,4086.57,26.767,1.0366,215.61,0.21957
0.124858678,0.091239213,1637625600,57574.23,4341.36,26.963,1.067,221.918,0.2269
-0.016193451,-0.041696443,1637712000,57165.08,4271.29,25.601,1.0329,205.779,0.21722
0.021670963,0.025603234,1637798400,58988.21,4527.86,26.439,1.0447,210.181,0.22145
0.016136789,0.008640221,1637884800,53755.65,4040.66,23.965,0.9392,192.423,0.20192
-0.008769869,-0.019451138,1637971200,54738.77,4095.33,24.103,0.9455,192.775,0.20496
-0.001945106,-0.014889042,1638057600,57315.73,4296.6,24.769,0.9686,200.713,0.20727
0.016555659,-0.006651366,1638144000,57827.98,4445.1,25.004,0.9901,204.275,0.21504
0.013593671,-0.032023622,1638230400,56975,4631.51,25.342,0.9989,208.617,0.21467
0.087242261,0.063714475,1638316800,57209.29,4586.66,25.347,0.9906,229.812,0.20929
-0.017800259,-0.002362392,1638403200,56513.57,4514.32,24.551,0.9722,233.677,0.20966
-0.026672393,-0.005502243,1638489600,53612,4213.66,23.302,0.9213,211.607,0.19985
-0.087713458,-0.112605958,1638576000,49135.66,4115.79,20.637,0.8449,200.583,0.17816
-0.016135161,-0.008285548,1638662400,49376.6,4197.53,19.481,0.8041,196.317,0.17123
0.023877522,0.018665294,1638748800,50424.72,4345.2,19.782,0.8251,193.518,0.17745
0.054501518,0.050391987,1638835200,50577.2,4305.82,21.08,0.8154,190.155,0.17622
0.050397434,0.017036695,1638921600,50455.61,4435.33,22.909,0.862,194.539,0.17905
-0.049228021,-0.041632879,1639008000,47539.76,4103.8,20.257,0.8582,181.04,0.16886
0.00696688,0.028895116,1639094400,47136.35,3895.95,18.532,0.7985,167.229,0.16394
0.031199621,0.032149219,1639180800,49381.15,4089.81,19.967,0.8388,172.09,0.16886
0.00509338,0.037309047,1639267200,50057.01,4129,20.402,0.8393,172.799,0.16954
0.004575613,-0.001816446,1639353600,46679.93,3780.63,17.764,0.7815,155.19,0.1572
-0.027236693,-0.020963107,1639440000,48324.04,3856.66,18.421,0.8101,161.16,0.19075
-0.051214489,-0.05725923,1639526400,48870.48,4019.01,19.679,0.8259,178.43,0.18092
0.014547452,0.044370664,1639612800,47624.5,3958.67,18.758,0.8045,176.92,0.17309
0.001182594,-0.003962123,1639699200,46125.33,3873.93,18.25,0.7963,175.51,0.1684
-0.052484038,-0.033676149,1639785600,46815.99,3957.64,19.532,0.8261,182.68,0.17227
0.021550246,0.021694709,1639872000,46668.63,3922.51,18.864,0.8346,179.86,0.16935
-0.00644978,-0.015803578,1639958400,46898.14,3943.48,18.779,0.879,173.91,0.16714
0.039255512,0.035933814,1640044800,48875.15,4014.38,19.415,0.9462,179.56,0.17073
0.039264434,0.054527063,1640131200,48569.69,3978.62,19.922,0.9531,178.37,0.17297
-0.014760194,0.003450001,1640217600,50817.92,4111.3,22.166,0.9937,190.11,0.18504
0.028224351,0.098571765,1640304000,50808.55,4045,21.48,0.9126,190.36,0.18623
-0.024411043,-0.048804579,1640390400,50403.64,4093.87,22.117,0.9252,193,0.19081
0.07420856,0.066872212,1640476800,50765.73,4062.24,22.986,0.9201,197.8,0.18976
-0.067270553,-0.041625506,1640563200,50707.72,4037.36,23.016,0.9271,195.71,0.18785
0.013632751,0.027042126,1640649600,47522.03,3791.99,20.379,0.8514,177.2,0.17373
0.013957073,-0.0043469,1640736000,46436.54,3628.55,19.734,0.8169,170.66,0.16789
-0.017119111,-0.013280339,1640822400,47095.02,3708.37,19.93,0.8382,172.48,0.17101
0.00439348,0.008047165,1640908800,46210.56,3676.02,19.514,0.8292,169.98,0.17028
0.007829847,0.010275471,1640995200,47704.35,3763.06,20.736,0.8507,179.05,0.17316
0.003533754,0.006521279,1641081600,47280,3826.21,21.854,0.8583,176.29,0.17439
-0.00102709,-0.009838941,1641168000,46445.81,3764.07,23.697,0.8324,170.18,0.17022
0.011585359,0.016237319,1641254400,45833.42,3785.6,23.426,0.8228,167.83,0.16835
-0.063521953,-0.072609324,1641340800,43421.69,3537.71,25.222,0.7718,154.38,0.15887
0.02019839,0.030690104,1641427200,43080.01,3404.6,25.379,0.7787,150.26,0.15988
0.000682279,0.002270572,1641513600,41553.86,3196.58,25.975,0.7634,136.43,0.15506
-0.013880532,-0.027204163,1641600000,41688.05,3080.03,25.306,0.745,142.15,0.15094
0.008964234,-0.003805124,1641686400,41851.22,3150,27.538,0.7529,140.77,0.15042
0.010641331,0.019222285,1641772800,41801.55,3081.31,27.974,0.7393,135.73,0.14295
-0.006498215,-0.006523292,1641859200,42700.68,3236.86,26.582,0.77,140.13,0.1537
-0.008316269,-0.010837927,1641945600,43880.72,3369.93,26.751,0.7982,151.48,0.16269
-0.008083036,-0.009689576,1642032000,42534.32,3240.36,24.852,0.7674,146.1,0.17168
0.005177563,-0.00082993,1642118400,43042.4,3305.6,25.706,0.7727,146.13,0.18318
-0.006836332,-0.003502061,1642204800,43070.51,3324.05,25.167,0.7788,147.57,0.18442
0.041184288,0.063993007,1642291200,43060.66,3345.49,25.498,0.778,147.92,0.17659
-0.006271183,0.000205647,1642377600,42176.34,3208.61,23.771,0.7614,139.74,0.17087
-0.03410222,-0.035539391,1642464000,42337.58,3159.32,22.951,0.7504,141.19,0.16498
-0.005605698,-0.009161023,1642550400,41657.89,3082.81,21.541,0.7379,135.21,0.16152
-0.009579422,-0.012941986,1642636800,40661.69,2999.92,20.164,0.7194,127.45,0.15522
-0.016519517,-0.038186091,1642723200,36425.98,2566.91,17.414,0.6364,112.2,0.14189
0.010815689,0.01745339,1642809600,35043.73,2410.96,15.844,0.5962,94.46,0.13314
0.008425447,0.013343001,1642896000,36230.01,2538.41,16.622,0.6281,99.67,0.14169
-0.005570054,-0.009968369,1642982400,36648.31,2438.13,15.568,0.6116,91.85,0.13718
0.010447606,0.023005637,1643068800,36934.26,2457.37,15.487,0.6175,94.54,0.14265
-0.015976196,-0.019421528,1643155200,36787.43,2461.61,15.224,0.619,92.06,0.14309
-0.002673682,-0.00660298,1643241600,37131,2422.61,15.209,0.6084,89.43,0.14141
0.00842223,0.018981919,1643328000,37696.21,2543.34,16.133,0.6108,91.29,0.14135
-0.005898178,-0.005599805,1643414400,38150.01,2599.94,16.217,0.6173,96.11,0.14289
0.027839905,0.057952613,1643500800,37870.01,2600.45,17.754,0.601,93.15,0.13904
-0.008898477,-0.008982802,1643587200,38439.04,2685.34,17.143,0.6173,99.48,0.14148
0.019136266,0.031376534,1643673600,38680.51,2786.38,16.974,0.628,109.97,0.14223
-0.021797018,-0.020243152,1643760000,36892.03,2678,15.772,0.6003,101.84,0.13688
0.005676277,-0.003766524,1643846400,37289.86,2694.37,16.29,0.6096,101.76,0.13784
-0.005616628,-0.00820274,1643932800,41550,2993.65,17.5,0.6555,112.57,0.14776
0.007577823,0.015186426,1644019200,41374.69,3011.59,17.747,0.6653,113.66,0.14686
-0.006661008,-0.013014649,1644105600,42361.35,3054.26,18.064,0.6825,115.18,0.15394
0.001203489,0.002791261,1644192000,43829.99,3138.55,18.874,0.8307,117.46,0.16532
-0.006133168,-0.007307074,1644278400,44021.57,3115.23,18.367,0.8755,113.37,0.15811
-0.00681996,-0.021176465,1644364800,44358.08,3241.82,18.664,0.8694,113.9,0.15923
0.002225299,-0.004031788,1644451200,43471.29,3070.9,17.486,0.8249,106.09,0.15138
0.001648106,0.012683535,1644537600,42366,2926.04,16.189,0.7585,96.44,0.1445
0.004122367,0.013948605,1644624000,42199.87,2916.93,15.949,0.8222,95.88,0.14427
-0.005116362,-0.012464411,1644710400,42041.13,2870.32,15.601,0.8051,92.8,0.14799
0.024331426,0.039587334,1644796800,42525.14,2928.87,15.896,0.8007,96.37,0.14572
0.014810193,0.072681505,1644883200,44529.6,3183.73,17.339,0.8512,105.44,0.1516
0.008286614,0.041869697,1644969600,43860.7,3121.8,17.11,0.8364,101.78,0.14865
-0.006944942,0.013886357,1645056000,40491.7,2890.8,15.582,0.768,93.46,0.13831
0.016704792,0.089994875,1645142400,39966.8,2778.46,15.174,0.7835,89.82,0.13845
0.023380231,0.018230685,1645228800,40052.6,2761.89,15.507,0.8215,91.25,0.14077
0.104206695,0.033226309,1645315200,38368.1,2620.72,14.601,0.7764,90.63,0.13659
-0.00981568,-0.014911654,1645401600,36986.4,2566.88,13.492,0.7013,82.89,0.12814
0.017048104,0.000851771,1645488000,38212,2635.57,13.983,0.7203,86.34,0.1312
-0.000192867,0.054344419,1645574400,37227.8,2578.02,13.34,0.696,84.53,0.12725
0.021354721,0.034087645,1645660800,38315.1,2595.47,13.261,0.6958,89.35,0.12394
0.040840548,0.110769809,1645747200,39205.4,2766.36,14.359,0.7696,92.69,0.12749
-0.064140721,-0.038508839,1645833600,39099.3,2778.15,14.706,0.7505,90.21,0.1276
0.01316647,0.035273721,1645920000,37672,2615.99,13.635,0.7209,85.58,0.12282
-0.00299209,0.009417333,1646006400,43155,2920.1,15.117,0.7807,99.62,0.13343
0.048298318,0.028530306,1646092800,44394.1,2975.61,15.343,0.7836,98.61,0.13406
0.001563921,-0.014834431,1646179200,43885.7,2947.47,15.276,0.7686,100.69,0.13302
-0.014530777,-0.039843052,1646265600,42449.5,2832.97,14.881,0.751,95.58,0.12955
0.015164839,0.045173593,1646352000,39127.7,2620.25,13.727,0.7122,88.26,0.12249
-0.007419703,-0.01687163,1646438400,39375.1,2663.55,14.017,0.7537,89.59,0.12491
0.017748495,0.013388537,1646524800,38401.1,2549.37,13.315,0.7248,84.53,0.12055
-0.042640403,-0.042982958,1646611200,37963.8,2489.9,12.664,0.7192,81.62,0.11664
0.014760389,0.021360719,1646697600,38709.9,2575.49,13.085,0.7205,82.25,0.11693
0.018068533,0.092499481,1646784000,41937.5,2726.37,14,0.7659,88.04,0.12145
-0.001289958,0.031142718,1646870400,39407.2,2605.44,13.173,0.7359,82.81,0.11677
0.007729405,-0.013191932,1646956800,38713,2555.89,13.038,0.8025,80.64,0.11542
0.005006367,0.003556445,1647043200,38792.6,2567.64,13.138,0.7853,81.38,0.11473
0.03016243,-0.008752082,1647129600,37743.7,2514.07,12.696,0.7598,78.69,0.11133
-0.02563895,-0.01792678,1647216000,39653.8,2588.96,13.398,0.7742,81.2,0.11379
-0.018515123,-0.037855096,1647302400,39271,2617.29,13.694,0.7654,82.83,0.11256
0.00936491,0.022177741,1647388800,41105.8,2772.78,14.661,0.7915,87.73,0.11697
-0.027916126,-0.069302136,1647475200,40898.1,2810.74,14.404,0.7931,87.83,0.11634
0.011551125,0.018717482,1647561600,41751.5,2938.02,15.005,0.7966,89.77,0.11909
-0.001421648,-0.011884478,1647648000,42188.2,2950,14.994,0.8192,92.31,0.12351
0.008953728,0.043335881,1647734400,41261,2860.47,14.546,0.8052,88.58,0.11913
-0.037023872,-0.062722845,1647820800,40982,2889.08,14.986,0.8371,88.55,0.11916
0.011631582,0.006633851,1647907200,42349.8,2968.49,15.427,0.8363,90.44,0.12236
-0.011543281,-0.006973254,1647993600,42867.9,3035.55,15.828,0.8375,94.83,0.12981
0.017377752,0.030902253,1648080000,43973.4,3109.89,16.157,0.8427,102.33,0.13673
-0.00502478,0.009147673,1648166400,44290.6,3101.37,15.585,0.824,98.55,0.13084
0.021806328,0.074376705,1648252800,44489.2,3143.47,15.831,0.8327,101.68,0.13601
-0.005940529,0.010125085,1648339200,46820.8,3295.01,16.855,0.8578,106.94,0.14471
0.023164111,0.092752259,1648425600,47121.9,3333.62,16.496,0.864,105.73,0.14242
-0.04578814,-0.079720595,1648512000,47418.5,3399,16.971,0.8576,111.56,0.1444
-0.115406954,-0.141455144,1648598400,47053.2,3385.1,17.214,0.8615,120.85,0.14316
0.029406053,0.010819063,1648684800,45506,3281.43,16.92,0.8146,122.85,0.13816
-0.028025342,-0.141363048,1648771200,46266.2,3454.33,17.352,0.8276,134.53,0.14138
0.008773991,0.051457518,1648857600,45794.6,3443.07,17.407,0.8239,132.48,0.13878
0.011718087,0.002295236,1648944000,46392.4,3520.76,18.082,0.8431,136.85,0.14661
-0.024057909,-0.047411277,1649030400,46580.9,3518.96,17.506,0.8259,132.09,0.14853
0.009546977,0.041193464,1649116800,45477.4,3405.04,16.736,0.8163,126.84,0.17266
0.011122047,0.04706361,1649203200,43159.7,3166.78,15.399,0.7591,112.87,0.14324
0.004923549,0.015957158,1649289600,43417.1,3225.15,15.733,0.787,118.41,0.14582
0.00497997,0.036289355,1649376000,42229.2,3191.26,15.115,0.7546,109.83,0.14232
-0.011265624,-0.058597526,1649462400,42727.7,3257.53,15.422,0.7622,112.89,0.14413
0.033430544,0.030749313,1649548800,42140.4,3200.24,15.226,0.7538,111.04,0.14821
0.01036514,-0.035243771,1649635200,39505.6,2978.69,13.755,0.6945,99.62,0.13406
0.014989636,0.001866003,1649721600,40060.7,3026.3,13.97,0.7147,103.17,0.13792
-0.000714493,0.065446291,1649808000,41129.8,3116.45,14.187,0.7228,104.89,0.13991
-0.000712323,-0.012974827,1649894400,39915.9,3019.82,13.636,0.7259,100.72,0.14409
0.013517586,0.002079055,1649980800,40529.5,3039.19,14.099,0.7853,101.33,0.14581
-0.014734004,-0.038045909,1650067200,40361,3057.99,14.146,0.7803,102.02,0.14343
-0.047026328,-0.086094908,1650153600,39649.1,2986.03,13.714,0.7516,100.08,0.1391
0.010788909,0.011571942,1650240000,40785.6,3054.02,14.047,0.7693,102.35,0.14013
-0.028236495,-0.072935305,1650326400,41472.9,3100.42,14.239,0.7744,108.45,0.14254
0.047822441,0.087185821,1650412800,41327.7,3074.01,14.021,0.7513,105.52,0.14068
-0.004831627,0.007732181,1650499200,40449.8,2981.31,13.568,0.7321,101.69,0.1362
0.003711718,0.005781346,1650585600,39674.2,2960.38,13.577,0.7177,100.5,0.13627
0.004438869,0.010065567,1650672000,39415.1,2930.28,13.31,0.7053,100.61,0.13383
-0.007646297,-0.010093826,1650758400,39433.4,2918.97,13.257,0.6979,99.13,0.13171
0.013782848,0.016590942,1650844800,40411,3006.11,13.427,0.6926,100.94,0.15811
-0.006094767,-0.000166778,1650931200,38093.7,2807.88,12.359,0.6416,95.65,0.13758
-0.014493729,-0.018744116,1651017600,39209,2887.57,12.731,0.6517,98.3,0.13986
-0.004703269,-0.020951509,1651104000,39732.5,2935.39,12.652,0.6424,98.18,0.13739
-0.002634488,0.000491535,1651190400,38572.2,2815.37,11.968,0.6112,93.94,0.13488
0.012294562,0.018815825,1651276800,37614.5,2725.1,10.951,0.5839,84.5,0.12724
0.010673196,0.002833104,1651363200,38440.5,2823.38,11.293,0.6066,89.61,0.13257
-0.017292411,-0.036297443,1651449600,38525.6,2855.16,11.168,0.6141,87.44,0.13066
0.006438297,0.002607593,1651536000,37712.9,2780.91,11.117,0.6044,85.81,0.12939
0.023166953,0.026079017,1651622400,39684,2939.76,12.193,0.6457,92.7,0.13591
0.011993974,0.039709571,1651708800,36534.7,2746.37,10.907,0.5976,84.48,0.12804
0.021554004,0.015064075,1651795200,35995.3,2691.59,10.781,0.6019,81.63,0.1277
0.006690494,0.009722085,1651881600,35466.7,2634.82,10.205,0.5804,78.8,0.1274
0.013973432,0.032474253,1651968000,34032,2518.9,9.99,0.5659,75.34,0.12405
-0.009451246,-0.014148466,1652054400,30056.6,2227.48,8.081,0.4868,62.08,0.10168
-0.000243389,-0.006264939,1652140800,31002.1,2340.86,8.577,0.5128,66.83,0.10798
0.007242136,-0.003147276,1652227200,29074.7,2083.98,6.936,0.4163,50.84,0.08513
-0.015870224,-0.032604468,1652313600,29020.7,1959.78,6.562,0.3851,44.63,0.0826
0.003582884,0.008013808,1652400000,29274.3,2008.49,7.146,0.4227,48.88,0.08806
0.012621246,0.026548928,1652486400,30079.8,2055,7.246,0.4259,52.4,0.0894
0.021190488,0.002429327,1652572800,31324.4,2144.07,7.96,0.4478,58.8,0.09308
0.013335081,-0.028543968,1652659200,29866.7,2022.89,7.418,0.4228,53.77,0.08792
0.072219429,0.05880641,1652745600,30437,2090,7.71,0.4375,57,0.09012
0.012745124,0.05713562,1652832000,28700.6,1914.2,6.798,0.405,49.92,0.08333
-0.002560983,-0.010348138,1652918400,30319.9,2019.46,7.218,0.4204,52.18,0.08658
0.01394543,0.006304231,1653004800,29188.9,1958.69,6.864,0.4099,49.41,0.08384
-0.006484658,-0.015576957,1653091200,29427.4,1973.94,7.05,0.4142,50.27,0.08434
0.002287736,-0.032028603,1653177600,30284,2042.63,7.319,0.4216,52.44,0.08582
0.043211577,0.026195328,1653264000,29097.7,1972.45,7.022,0.4048,49.14,0.08329
-0.026585035,-0.038073133,1653350400,29643.1,1978.56,7.23,0.4084,49.66,0.08362
0.013313619,-0.002810838,1653436800,29536.7,1942,6.951,0.4059,47.95,0.08291
0.007473892,-0.012342147,1653523200,29194,1791.02,6.565,0.3918,43.41,0.07778
0.017428991,0.010455284,1653609600,28623.2,1726.55,6.283,0.3818,41.15,0.0815
-0.002642963,0.025946959,1653696000,29018.8,1791.74,6.564,0.386,44.22,0.08179
-0.014595721,-0.034704242,1653782400,29452.8,1812.45,6.709,0.3888,44.95,0.08267
0.033343774,0.012321336,1653868800,31726.5,1997.87,7.452,0.4186,47.21,0.08795
0.008492571,0.036476234,1653955200,31797.8,1941.68,7.587,0.4213,45.76,0.08588
0.09706661,0.034832455,1654041600,29796.9,1817.1,6.926,0.3977,40.09,0.081
-0.000570148,0.089650568,1654128000,30437.1,1833.37,7.192,0.405,40.84,0.08272
-0.049313556,-0.045576735,1654214400,29682.8,1774.15,6.85,0.3901,38.24,0.08026
0.043614059,0.043203555,1654300800,29848.4,1803.71,7.406,0.3923,38.99,0.08184
-0.010213567,-0.022852902,1654387200,29909.9,1805.39,7.642,0.3951,38.51,0.081
-0.001779787,0.013570086,1654473600,31361.2,1859.11,7.972,0.4023,42.35,0.08245
0.025354371,0.028112257,1654560000,31118.1,1812.61,8.704,0.4073,39.28,0.08031
0.037425915,-0.001685394,1654646400,30192.5,1791.02,8.7,0.4003,38.8,0.07923
0.001938194,0.029847896,1654732800,30093.3,1788.03,9.265,0.4,39.95,0.07931
-0.015500724,-0.033596202,1654819200,29077.7,1661.95,8.033,0.3811,37.12,0.07533
-0.007465727,-0.027776485,1654905600,28416.7,1532.19,7.04,0.3596,33.91,0.06986
0.046826597,0.026973024,1654992000,26564.7,1434.35,6.264,0.343,30.56,0.06344
0.054681083,0.046085411,1655078400,22471.5,1209.04,5.922,0.3115,28.58,0.05415
0.006572002,-0.007266681,1655164800,22122.7,1208.32,6.726,0.3212,29.56,0.05553
0.001413794,-0.015839558,1655251200,22567.5,1236.49,7.319,0.3433,34.72,0.06283
0.048089354,0.079884239,1655337600,20387.4,1067.77,6.355,0.3129,30.1,0.05519
0.000527483,0.078838862,1655424000,20457.3,1085.99,6.357,0.3208,30.7,0.05688
-0.013810154,0.014816399,1655510400,18959.7,994.09,5.921,0.3072,31.98,0.05287
-0.002703219,0.08285737,1655596800,20564.2,1127.88,6.601,0.3262,34.16,0.06043
0.04119356,-0.005981678,1655683200,20570.1,1127.83,6.98,0.3225,35.22,0.06
-0.0225819,-0.060746489,1655769600,20713.1,1125.47,6.854,0.329,36.39,0.06577
-0.087778058,-0.091950784,1655856000,19977.4,1049.4,6.62,0.3222,34.11,0.06164
-0.000748499,-0.001406546,1655942400,21096.6,1143.71,6.985,0.3355,38.15,0.06394
0.033922426,0.036147203,1656028800,21231.2,1224.42,7.259,0.3668,41.89,0.0669
0.025386547,0.068022949,1656115200,21481.9,1241.6,7.259,0.3674,42.21,0.06849
0.079923469,0.06837297,1656201600,21029.1,1197.21,6.693,0.3589,39.36,0.07292
-0.048689872,-0.05188269,1656288000,20730,1191.9,6.553,0.3535,38.5,0.07212
0.024131665,0.021890143,1656374400,20268.6,1143.5,6.314,0.3372,35.32,0.06604
0.010782769,0.029343351,1656460800,20109.9,1099.32,6.233,0.3293,34.02,0.06952
-0.040444596,-0.081861535,1656547200,19923.5,1070.85,6.27,0.3318,33.73,0.06636
0.025770104,0.050342149,1656633600,19272,1059.24,6.075,0.3138,32.83,0.06642
0.011291201,0.007877918,1656720000,19240.9,1066.53,6.22,0.3155,33.34,0.06661
-0.010066836,-0.017221168,1656806400,19305.9,1073.9,6.216,0.3214,33.37,0.06716
-0.044710875,-0.063001657,1656892800,20226.6,1150.23,6.429,0.3284,36.71,0.06935
0.011666028,0.032659652,1656979200,20170,1131.8,6.305,0.3249,35.37,0.06711
-0.016182559,-0.027144733,1657065600,20554.1,1186.37,6.335,0.3321,37.01,0.06838
-0.012356673,-0.025951535,1657152000,21613.4,1236.92,6.635,0.3419,38.44,0.07051
0.042675346,0.043372928,1657238400,21587.9,1213.53,6.349,0.3399,38.1,0.06902
0.019669191,0.039557825,1657324800,21580,1216.48,6.481,0.3444,38.02,0.06943
0.004838081,-0.007797643,1657411200,20853.8,1167.81,6.19,0.3253,36.7,0.06723
0.008085232,0.004322579,1657497600,19954.3,1095.95,6.039,0.3147,33.39,0.0617
0.094222985,0.079016767,1657584000,19322.9,1037.88,5.945,0.3114,32.65,0.05974
0.066673311,0.009588146,1657670400,20220.1,1114.19,6.17,0.3235,34.93,0.06188
0.013120064,0.015804206,1657756800,20578.6,1193.01,6.271,0.3336,37.12,0.06242
0.030756526,0.007437486,1657843200,20823.1,1230.58,6.321,0.3339,37.35,0.06288
-0.015436731,-0.03116798,1657929600,21183.5,1355.37,6.594,0.3503,39.57,0.06436
-0.032137141,-0.049236697,1658016000,20794.4,1338.27,6.345,0.3431,38.58,0.06303
0.046544146,0.047763096,1658102400,22423.9,1580.12,7.033,0.3649,43.53,0.06753
-0.02354077,-0.084551374,1658188800,23385.9,1541.39,7.249,0.3726,44.86,0.06899
0.019708984,0.044345613,1658275200,23221.5,1521.34,6.862,0.3631,42.02,0.07012
0.040238626,0.02373978,1658361600,23144.5,1575.39,6.989,0.3666,43.11,0.06995
0.068715307,0.015131659,1658448000,22675.1,1534.53,6.78,0.3576,40.49,0.06739
-0.007200645,0.071467585,1658534400,22440.2,1548.01,6.841,0.3588,39.95,0.06798
0.029906294,0.065494245,1658620800,22570.6,1597.77,7.091,0.3584,40.91,0.06752
0.01163356,0.002571962,1658707200,21300,1440.4,6.425,0.3358,36.64,0.06187
0.052191699,0.026653451,1658793600,21241,1448.27,6.337,0.3369,36.22,0.06246
0.002867052,-0.021121575,1658880000,22941.1,1635.45,6.853,0.3592,40.21,0.06716
0.013541156,-0.009652954,1658966400,23836.2,1723.82,7.216,0.3734,42.9,0.0691
0.092686818,0.060578568,1659052800,23771.1,1721.85,7.882,0.3677,41.9,0.0688
0.023467164,0.229155857,1659139200,23629.9,1696.68,7.819,0.3879,43.83,0.06962
-0.028727107,0.067822223,1659225600,23290.1,1677.63,7.65,0.3789,42.32,0.06805
0.059119564,0.053431279,1659312000,23257.6,1629.45,7.567,0.3787,41.61,0.06842
0.078948498,0.094624432,1659398400,22975.1,1629.97,7.173,0.3712,39.73,0.06646
0.070586195,0.013226148,1659484800,22801.5,1617.37,7.277,0.3692,38.52,0.06616
0.028589079,-0.007220199,1659571200,22608.9,1607.2,7.359,0.3709,38.81,0.06723
-0.012092068,0.047920996,1659657600,23298.1,1737.13,7.874,0.3761,40.55,0.0698
-0.048479852,-0.015541978,1659744000,22943.3,1689.85,7.788,0.3711,40.04,0.06863
-0.071917755,-0.144435262,1659830400,23167.8,1699.25,8.341,0.3719,40.59,0.0689
-0.042041746,-0.034539462,1659916800,23804.4,1776.09,8.604,0.3785,42.15,0.07008
0.092407141,0.075460842,1660003200,23140.2,1702.04,8.738,0.3671,40.3,0.06899
0.047077948,0.085896452,1660089600,23940.9,1853.24,9.05,0.3813,42.45,0.07126
-0.06419506,-0.051333384,1660176000,23917.2,1879.35,8.957,0.38,42.75,0.07082
-0.02001374,0.046719365,1660262400,24387.5,1957.4,9.317,0.3794,45.46,0.0723
-0.004993269,0.004597794,1660348800,24429,1982.8,9.141,0.3776,46.57,0.0729
0.021547312,0.019550855,1660435200,24294.1,1934.55,8.764,0.3754,44.86,0.08163
-0.016969939,0.086587441,1660521600,24085.2,1898.56,8.641,0.375,43.7,0.0766
-0.015474562,0.004008,1660608000,23843,1875.78,8.444,0.3768,43.06,0.08672
-0.139230925,-0.208727201,1660694400,23333.1,1833.55,8.057,0.3794,40.51,0.08019
0.06743733,0.099018492,1660780800,23185.1,1845.86,7.644,0.37,39.48,0.07469
-0.028105608,-0.000875276,1660867200,20824.9,1608.29,6.894,0.3341,35.79,0.06771
0.004503258,0.119495067,1660953600,21127.8,1574.93,6.893,0.3364,35.25,0.06929
0.000464467,-0.053399518,1661040000,21505.6,1617.17,7.076,0.3445,36.45,0.06926
0.007710367,0.035834098,1661126400,21387,1624.02,7.036,0.3436,35.39,0.06838
-0.066849408,-0.089271945,1661212800,21518.2,1664.19,7.236,0.3471,35.66,0.06881
0.092417134,0.06069764,1661299200,21354.9,1655.71,7.119,0.3454,34.85,0.06786
0.029021192,0.038737446,1661385600,21548.3,1694.16,7.12,0.3486,35.22,0.06892
-0.001350093,-0.00230765,1661472000,20228.7,1507.23,6.497,0.3391,31.68,0.06346
-0.034780801,-0.047529713,1661558400,20023.9,1490,6.526,0.3344,31.5,0.06347
0.012373591,0.045049158,1661644800,19547.5,1426.3,6.25,0.3223,30.38,0.06172
0.056922456,0.095773557,1661731200,20275.5,1550.67,6.693,0.3335,32.39,0.0638
0.059031283,0.096783163,1661817600,19803.1,1523.48,6.555,0.3266,31.47,0.06149
-0.017573234,-0.041164994,1661904000,20041.5,1553.04,6.62,0.3273,31.46,0.06129
0.035176798,0.073544804,1661990400,20122.5,1585.4,6.92,0.3329,31.59,0.06236
0.023740145,-0.025291979,1662076800,19941,1574.49,6.922,0.3311,31.21,0.0616
-0.009323458,-0.038305116,1662163200,19820.7,1556.41,6.852,0.3294,31.1,0.06268
0.176836113,0.080815228,1662249600,19992.7,1578.14,7.149,0.3315,32.15,0.0632
0.003154312,0.012385917,1662336000,19784.9,1616.92,7.371,0.3327,32.15,0.06272
-0.03684813,-0.016309686,1662422400,18781.5,1558.23,6.652,0.321,30.87,0.05885
0.068445849,0.025191716,1662508800,19287,1629.35,7.081,0.3367,32.68,0.06094
